"gene.GeneID","Ensembl.Gene.ID","blah","gene.Chr","gene.Start","gene.End","gene.Strand","gene.Length","sample.group","sample.lib.size","sample.norm.factors","counts","rpkm"
386724,"ENSG00000173540",19315,731,17521,17519,1,2972,1,19420249,1,88,1.524681298
386746,"ENSG00000182170",19316,120,13003,13005,1,870,1,19420249,1,0,0
386757,"ENSG00000214617",19317,370,13140,13140,9,3839,1,19420249,1,103,1.38154272
386758,"ENSG00000267454",19318,506,19221,19221,92,1663,1,19420249,1,9,0.278673368
387032,"ENSG00000187626",19319,884,11904,11903,5,2286,1,19420249,1,148,3.333732089
387036,"ENSG00000241549",19320,888,11532,11530,9,1200,1,19420249,1,42,1.802242597
387082,"ENSG00000177688",19323,880,5811,5808,89,688,1,19420249,1,6,0.44906377
387103,"ENSG00000203760",19325,882,3406,3403,91,550,1,19420249,1,3638,340.6004452
387104,"ENSG00000255330",19326,891,3507,3504,12,11818,1,19420249,1,7,0.030499959
387104,"ENSG00000214338",19326,891,3507,3504,12,11818,1,19420249,1,7,0.030499959
387111,"ENSG00000203801",19327,884,1382,1380,93,1753,1,19420249,1,0,0
387119,"ENSG00000111860",19328,894,2533,2529,15,8043,1,19420249,1,510,3.265106214
387129,"ENSG00000187258",19329,944,13567,13561,98,1824,1,19420249,1,0,0
387263,"ENSG00000185127",19331,880,7440,7438,89,4146,1,19420249,1,834,10.35814435
387264,"ENSG00000278210",19332,120,6943,6949,1,942,1,19420249,1,0,0
387264,"ENSG00000205869",19332,120,6943,6949,1,942,1,19420249,1,0,0
387266,"ENSG00000275920",19333,120,7089,7094,1,899,1,19420249,1,0,0
387266,"ENSG00000196224",19333,120,7089,7094,1,899,1,19420249,1,0,0
387267,"ENSG00000241598",19334,120,7144,7145,1,1181,1,19420249,1,0,0
387273,"ENSG00000204572",19335,120,21735,21734,89,1058,1,19420249,1,0,0
387332,"ENSG00000182521",19337,272,18950,18949,7,1297,1,19420249,1,0,0
387338,"ENSG00000117481",19338,6,16680,16675,94,4436,1,19420249,1,830,9.634557232
387357,"ENSG00000172673",19339,887,3533,3529,8,4187,1,19420249,1,0,0
387357,"ENSG00000275122",19339,887,3533,3529,8,4187,1,19420249,1,0,0
387486,"ENSG00000224924",19340,664,9861,9858,8,2014,1,19420249,1,0,0
387496,"ENSG00000122035",19341,225,11822,11820,92,1543,1,19420249,1,13,0.433833048
387509,"ENSG00000158292",19342,6,20284,20288,6,4082,1,19420249,1,20,0.252291257
387521,"ENSG00000240849",19343,623,17225,17221,7,2399,1,19420249,1,142,3.047918166
387522,"ENSG00000124208",19344,624,17214,17209,8,2918,1,19420249,1,0,0
387590,"ENSG00000100181",19345,704,7489,7487,97,1430,1,19420249,1,1417,51.02453068
387597,"ENSG00000143195",19346,10,7255,7255,10,2572,1,19420249,1,2,0.040040938
387601,"ENSG00000196600",19347,128,20270,20268,9,1644,1,19420249,1,0,0
387628,"ENSG00000227449",19348,1039,16622,16617,92,3612,1,19420249,1,0,0
387638,"ENSG00000204683",19349,72,9544,9542,2,614,1,19420249,1,0,0
387640,"ENSG00000180592",19350,74,9675,9675,4,6598,1,19420249,1,14,0.109259933
387644,"ENSG00000232224",19351,75,11653,11652,5,3620,1,19420249,1,0,0
387646,"ENSG00000230445",19352,71,11740,11739,1,6454,1,19420249,1,39,0.311157914
387680,"ENSG00000099290",19354,101,18024,18022,119,4672,1,19420249,1,401,4.419638464
387680,"ENSG00000172661",19354,101,18024,18022,119,4672,1,19420249,1,401,4.419638464
387694,"ENSG00000178217",19355,78,23571,23569,96,4101,1,19420249,1,1,0.012556119
387695,"ENSG00000188373",19356,73,23910,23908,91,828,1,19420249,1,0,0
387700,"ENSG00000152779",19357,78,24593,24591,8,4622,1,19420249,1,0,0
387707,"ENSG00000269948",19358,82,25377,25375,100,2114,1,19420249,1,1,0.024357921
387707,"ENSG00000188649",19358,82,25377,25375,100,2114,1,19420249,1,1,0.024357921
387712,"ENSG00000188316",19359,85,2513,2509,103,2772,1,19420249,1,10,0.185759905
387715,"ENSG00000254636",19360,72,3158,3156,90,808,1,19420249,1,0,0
387718,"ENSG00000175018",19361,74,3461,3457,4,922,1,19420249,1,1,0.055848856
387720,"ENSG00000279725",19362,71,3725,3720,1,2435,1,19420249,1,0,0
387733,"ENSG00000206013",19364,121,12246,12261,2,733,1,19420249,1,0,0
387742,"ENSG00000205866",19365,122,7361,7360,91,1430,1,19420249,1,0,0
387748,"ENSG00000181023",19366,120,19395,19394,89,975,1,19420249,1,0,0
387751,"ENSG00000254838",19367,120,21033,21051,1,8741,1,19420249,1,32,0.188509857
387755,"ENSG00000188487",19368,133,6050,6046,102,3020,1,19420249,1,0,0
387758,"ENSG00000176971",19369,120,11581,11579,89,3007,1,19420249,1,0,0
387763,"ENSG00000187479",19370,120,15843,15842,89,1328,1,19420249,1,54,2.093827458
387775,"ENSG00000184999",19371,129,20280,20279,98,2574,1,19420249,1,0,0
387778,"ENSG00000204710",19372,126,20576,20573,95,882,1,19420249,1,137,7.998290763
387787,"ENSG00000175536",19373,121,22313,22311,2,960,1,19420249,1,35,1.877336039
387804,"ENSG00000214376",19374,123,24867,24862,4,603,1,19420249,1,0,0
387836,"ENSG00000188393",19375,172,139,138,5,916,1,19420249,1,0,0
387837,"ENSG00000256660",19376,173,396,395,94,3500,1,19420249,1,0,0
387841,"ENSG00000234498",19377,168,3799,3794,89,660,1,19420249,1,211,16.46204277
387849,"ENSG00000174236",19378,168,11824,11821,89,1139,1,19420249,1,0,0
387856,"ENSG00000177875",19379,168,17177,17172,89,2344,1,19420249,1,7,0.153774966
387882,"ENSG00000235162",19380,173,963,962,94,1366,1,19420249,1,5,0.188479669
387885,"ENSG00000186710",19381,175,1977,1974,96,1514,1,19420249,1,2,0.068021989
387890,"ENSG00000224982",19382,170,2687,2685,91,1573,1,19420249,1,0,0
387893,"ENSG00000183955",19383,175,3120,3118,96,2751,1,19420249,1,3117,58.34335749
387895,"ENSG00000256128",19384,172,3446,3442,5,621,1,19420249,1,2,0.165837828
387911,"ENSG00000205863",19385,224,10898,10896,3,1002,1,19420249,1,3,0.154169598
387914,"ENSG00000180730",19386,223,11492,11488,2,2889,1,19420249,1,0,0
387921,"ENSG00000188811",19387,228,14741,14739,95,3549,1,19420249,1,172,2.495557918
387923,"ENSG00000151778",19388,224,16134,16132,91,784,1,19420249,1,0,0
387978,"ENSG00000186960",19389,270,12124,12121,93,3730,1,19420249,1,0,0
387990,"ENSG00000196860",19390,270,19668,19668,93,610,1,19420249,1,1,0.084414173
388007,"ENSG00000187483",19391,270,25050,25046,93,1718,1,19420249,1,0,0
388011,"ENSG00000246223",19392,268,25454,25452,3,1458,1,19420249,1,0,0
388015,"ENSG00000254656",19393,266,264,266,1,4193,1,19420249,1,6,0.073683729
388021,"ENSG00000276342",19394,268,880,877,3,1623,1,19420249,1,1,0.03172683
388021,"ENSG00000277065",19394,268,880,877,3,1623,1,19420249,1,1,0.03172683
388021,"ENSG00000258986",19394,268,880,877,3,1623,1,19420249,1,1,0.03172683
388115,"ENSG00000188549",19395,322,14966,14964,11,5327,1,19420249,1,12,0.115996198
388121,"ENSG00000183578",19396,314,17933,17929,3,2259,1,19420249,1,1,0.022794443
388125,"ENSG00000205502",19397,313,20175,20173,2,1576,1,19420249,1,0,0
388135,"ENSG00000205363",19398,313,22273,22271,2,1344,1,19420249,1,0,0
388152,"ENSG00000225151",19399,318,23793,23790,7,3356,1,19420249,1,52,0.797859825
388165,"ENSG00000189136",19400,317,23805,23803,6,2150,1,19420249,1,126,3.017708535
388182,"ENSG00000189419",19401,313,193,190,2,3156,1,19420249,1,1,0.016315794
388199,"ENSG00000167945",19402,364,23858,23862,91,1209,1,19420249,1,1,0.042591105
388210,"ENSG00000188897",19403,376,2123,2120,15,2031,1,19420249,1,3,0.076060038
388228,"ENSG00000188322",19404,365,11929,11928,92,4992,1,19420249,1,3,0.0309451
388272,"ENSG00000155330",19409,365,16684,16679,4,1383,1,19420249,1,109,4.058350235
388276,"ENSG00000261190",19410,367,18071,18068,6,448,1,19420249,1,0,0
388284,"ENSG00000159761",19412,365,21090,21089,92,1269,1,19420249,1,2,0.081154682
388323,"ENSG00000182327",19414,413,16708,16701,92,1023,1,19420249,1,4,0.201339768
388324,"ENSG00000196388",19415,418,17269,17267,9,1553,1,19420249,1,44,1.458903032
388325,"ENSG00000161929",19416,414,17897,17893,5,666,1,19420249,1,3,0.231948854
388327,"ENSG00000279257",19417,410,20703,20706,89,1559,1,19420249,1,5,0.165146394
388333,"ENSG00000183318",19418,415,23990,23987,6,923,1,19420249,1,0,0
388335,"ENSG00000187824",19419,415,1022,1023,6,3092,1,19420249,1,2,0.033307015
388336,"ENSG00000188803",19420,415,1696,1695,94,7415,1,19420249,1,0,0
388341,"ENSG00000181350",19421,413,7124,7122,4,2785,1,19420249,1,5,0.092446402
388364,"ENSG00000182271",19422,416,11999,11998,7,1201,1,19420249,1,0,0
388372,"ENSG00000275302",19423,412,13547,13541,91,379,1,19420249,1,1,0.1358645
388372,"ENSG00000276125",19423,412,13547,13541,91,379,1,19420249,1,1,0.1358645
388372,"ENSG00000276070",19423,412,13547,13541,91,379,1,19420249,1,1,0.1358645
388372,"ENSG00000275313",19423,412,13547,13541,91,379,1,19420249,1,1,0.1358645
388381,"ENSG00000275489",19424,412,14082,14079,3,566,1,19420249,1,0,0
388381,"ENSG00000276913",19424,412,14082,14079,3,566,1,19420249,1,0,0
388389,"ENSG00000167131",19426,413,15562,15560,92,1256,1,19420249,1,38,1.557898515
388389,"ENSG00000214447",19426,413,15562,15560,92,1256,1,19420249,1,38,1.557898515
388394,"ENSG00000179673",19427,410,16162,16159,1,1093,1,19420249,1,0,0
388403,"ENSG00000175155",19428,414,19362,19361,93,5232,1,19420249,1,13,0.127944265
388407,"ENSG00000187013",19429,410,19761,19761,89,1530,1,19420249,1,0,0
388419,"ENSG00000204347",19430,412,21947,21944,3,1678,1,19420249,1,0,0
388428,"ENSG00000225180",19431,415,23214,23210,94,1577,1,19420249,1,0,0
388468,"ENSG00000183206",19433,474,5401,5397,11,2243,1,19420249,1,0,0
388499,"ENSG00000269153",19434,503,23248,23245,1,1614,1,19420249,1,173,5.519348015
388503,"ENSG00000167798",19435,532,367,368,118,3764,1,19420249,1,0,0
388512,"ENSG00000187912",19437,514,5584,5581,100,1996,1,19420249,1,1,0.025797919
388523,"ENSG00000269067",19439,507,10361,10358,5,2242,1,19420249,1,8,0.183738254
388531,"ENSG00000186326",19441,503,13217,13215,89,2894,1,19420249,1,10,0.177928976
388533,"ENSG00000188508",19442,508,13852,13849,6,414,1,19420249,1,0,0
388536,"ENSG00000197863",19443,507,14156,14154,5,3035,1,19420249,1,5,0.084831377
388550,"ENSG00000230666",19444,510,16161,16157,8,3016,1,19420249,1,5,0.085365792
388551,"ENSG00000213892",19445,509,16200,16197,95,1692,1,19420249,1,0,0
388552,"ENSG00000189114",19446,504,16330,16327,90,2600,1,19420249,1,89,1.76263287
388555,"ENSG00000188624",19448,506,16594,16589,4,662,1,19420249,1,0,0
388558,"ENSG00000198482",19449,507,18309,18307,93,3311,1,19420249,1,89,1.384127291
388561,"ENSG00000160336",19451,508,18484,18482,94,4213,1,19420249,1,496,6.062272072
388564,"ENSG00000233493",19452,504,18954,18952,2,662,1,19420249,1,17,1.322318695
388566,"ENSG00000197016",19453,508,19267,19266,94,7141,1,19420249,1,1,0.007210845
388567,"ENSG00000186230",19454,505,19483,19483,91,2929,1,19420249,1,185,3.252352149
388569,"ENSG00000249471",19455,506,19695,19694,92,2995,1,19420249,1,77,1.32385099
388574,"ENSG00000232938",19456,413,23477,23474,92,2256,1,19420249,1,10,0.228247543
388581,"ENSG00000184163",19457,8,2422,2418,8,1036,1,19420249,1,4,0.198813304
388585,"ENSG00000197921",19458,3,10934,10934,3,1306,1,19420249,1,0,0
388585,"ENSG00000273529",19458,3,10934,10934,3,1306,1,19420249,1,0,0
388588,"ENSG00000235169",19459,4,14055,14053,92,546,1,19420249,1,154,14.52356672
388591,"ENSG00000158286",19460,18,20234,20233,106,3971,1,19420249,1,249,3.228826181
388595,"ENSG00000162460",19461,6,6955,6952,94,1520,1,19420249,1,0,0
388610,"ENSG00000253368",19462,2,11686,11685,90,1949,1,19420249,1,15,0.396300505
388611,"ENSG00000174950",19463,5,11783,11781,5,1539,1,19420249,1,12,0.40150211
388630,"ENSG00000223814",19464,7,17051,17049,7,7029,1,19420249,1,0,0
388630,"ENSG00000269113",19464,7,17051,17049,7,7029,1,19420249,1,0,0
388633,"ENSG00000203985",19465,6,18617,18613,6,785,1,19420249,1,0,0
388646,"ENSG00000213512",19466,11,24344,24341,11,2454,1,19420249,1,4,0.083932593
388649,"ENSG00000203910",19467,6,24755,24753,94,751,1,19420249,1,1,0.06856544
388650,"ENSG00000154511",19468,5,24819,24816,5,2599,1,19420249,1,68,1.347248905
388662,"ENSG00000197106",19469,12,1589,1586,100,6403,1,19420249,1,0,0
388677,"ENSG00000264343",19470,5,5417,5413,93,4962,1,19420249,1,104,1.079249324
388677,"ENSG00000271383",19470,5,5417,5413,93,4962,1,19420249,1,104,1.079249324
388685,"ENSG00000274020",19471,5,5655,5651,5,1065,1,19420249,1,2,0.096699804
388692,"ENSG00000272419",19472,1,5766,5762,89,12267,1,19420249,1,6,0.025185936
388695,"ENSG00000163155",19473,3,6022,6018,3,2508,1,19420249,1,118,2.422700233
388697,"ENSG00000197915",19474,3,6138,6135,3,9623,1,19420249,1,0,0
388698,"ENSG00000143520",19475,3,6149,6146,3,9122,1,19420249,1,0,0
388701,"ENSG00000163263",19476,4,6376,6373,4,387,1,19420249,1,1,0.133055932
388719,"ENSG00000203729",19478,4,8135,8133,92,738,1,19420249,1,0,0
388722,"ENSG00000203724",19479,3,8855,8852,91,683,1,19420249,1,3,0.226175603
388730,"ENSG00000174529",19480,1,9185,9181,1,1332,1,19420249,1,39,1.507667553
388743,"ENSG00000203697",19481,19,9948,9946,19,2127,1,19420249,1,0,0
388753,"ENSG00000168275",19482,3,10502,10500,91,641,1,19420249,1,466,37.43459106
388759,"ENSG00000221953",19483,1,10979,10977,1,2258,1,19420249,1,2,0.045609075
388762,"ENSG00000177233",19484,1,11035,11033,89,645,1,19420249,1,0,0
388799,"ENSG00000124103",19489,618,18766,18763,90,694,1,19420249,1,0,0
388799,"ENSG00000213714",19489,618,18766,18763,90,694,1,19420249,1,0,0
388813,"ENSG00000243440",19490,663,6854,6851,7,886,1,19420249,1,8,0.464944882
388815,"ENSG00000215386",19491,666,7692,7690,98,3802,1,19420249,1,0,0
388818,"ENSG00000197683",19492,657,12810,12808,1,1159,1,19420249,1,0,0
388820,"ENSG00000278961",19493,658,13798,13796,2,1050,1,19420249,1,0,0
388830,"ENSG00000237664",19494,658,16659,16651,2,460,1,19420249,1,0,0
388849,"ENSG00000234409",19495,701,8974,8972,6,627,1,19420249,1,0,0
388882,"ENSG00000178248",19496,707,10639,10637,12,1578,1,19420249,1,17,0.554736994
388886,"ENSG00000178026",19497,699,11093,11090,4,1240,1,19420249,1,22,0.913579197
388906,"ENSG00000182057",19498,697,15455,15454,90,1242,1,19420249,1,3,0.124378371
388910,"ENSG00000187012",19499,700,16139,16136,93,822,1,19420249,1,0,0
388931,"ENSG00000205639",19500,563,10809,10806,101,1508,1,19420249,1,73,2.492681122
388939,"ENSG00000179270",19501,552,12131,12129,2,7044,1,19420249,1,0,0
388942,"ENSG00000214691",19502,553,15313,15310,91,1810,1,19420249,1,0,0
388946,"ENSG00000187600",19503,553,16632,16626,91,681,1,19420249,1,35,2.646464901
388948,"ENSG00000222005",19504,554,16753,16747,92,1043,1,19420249,1,0,0
388951,"ENSG00000178021",19505,551,18618,18614,1,3095,1,19420249,1,271,4.508726
388960,"ENSG00000187833",19506,553,22271,22269,91,3045,1,19420249,1,5,0.084552784
388962,"ENSG00000163170",19507,554,22352,22347,4,554,1,19420249,1,1360,126.4079388
388963,"ENSG00000159239",19508,554,22422,22421,4,2229,1,19420249,1,9,0.207911086
388965,"ENSG00000182814",19509,551,23759,23756,89,1519,1,19420249,1,105,3.559399468
388969,"ENSG00000168887",19510,554,23897,23896,4,4265,1,19420249,1,674,8.137407541
389015,"ENSG00000180251",19511,562,641,640,100,4138,1,19420249,1,0,0
389033,"ENSG00000214100",19512,553,3849,3845,3,401,1,19420249,1,0,0
389058,"ENSG00000204335",19514,552,7536,7534,90,1947,1,19420249,1,13,0.343813248
389072,"ENSG00000178385",19515,558,9351,9348,8,9807,1,19420249,1,68,0.357040879
389073,"ENSG00000188674",19516,559,9368,9365,9,1214,1,19420249,1,1,0.042415688
389075,"ENSG00000182698",19517,557,9805,9802,7,795,1,19420249,1,0,0
389084,"ENSG00000182600",19518,553,10471,10469,91,465,1,19420249,1,0,0
389090,"ENSG00000182083",19519,551,10743,10738,1,939,1,19420249,1,0,0
389114,"ENSG00000182983",19521,735,15549,15548,93,5885,1,19420249,1,12,0.104997748
389118,"ENSG00000187492",19522,749,17544,17542,19,2476,1,19420249,1,1,0.020796707
389119,"ENSG00000185614",19523,732,17547,17545,90,1040,1,19420249,1,128,6.337556386
389123,"ENSG00000184345",19524,733,18036,18034,91,587,1,19420249,1,0,0
389124,"ENSG00000214681",19525,732,18038,18036,2,512,1,19420249,1,0,0
389125,"ENSG00000272573",19526,733,18273,18270,3,708,1,19420249,1,8,0.581837804
389136,"ENSG00000206538",19527,734,24031,24029,4,10396,1,19420249,1,1,0.004953121
389151,"ENSG00000184814",19528,731,4710,4706,1,1896,1,19420249,1,0,0
389152,"ENSG00000233701",19529,731,4715,4711,1,2791,1,19420249,1,0,0
389158,"ENSG00000231213",19530,738,5542,5537,8,1969,1,19420249,1,0,0
389161,"ENSG00000206199",19531,736,5784,5782,6,2476,1,19420249,1,0,0
389170,"ENSG00000197980",19532,744,6609,6607,102,4067,1,19420249,1,15,0.189916323
389177,"ENSG00000186329",19533,735,7534,7532,93,1881,1,19420249,1,0,0
389197,"ENSG00000181215",19534,792,19768,19770,7,3184,1,19420249,1,0,0
389203,"ENSG00000250317",19535,788,11331,11330,91,1014,1,19420249,1,366,18.58610286
389206,"ENSG00000188848",19536,791,15315,15312,6,8850,1,19420249,1,0,0
389207,"ENSG00000215203",19537,789,15527,15527,92,991,1,19420249,1,0,0
389208,"ENSG00000198092",19538,795,21280,21277,10,2077,1,19420249,1,2,0.049583674
389247,"ENSG00000232648",19540,788,8256,8255,3,781,1,19420249,1,9,0.593385161
389257,"ENSG00000185028",19541,833,8581,8613,90,1573,1,19420249,1,0,0
389289,"ENSG00000177721",19542,832,15590,15589,1,1266,1,19420249,1,61,2.481083242
389320,"ENSG00000196900",19544,834,3343,3340,91,459,1,19420249,1,0,0
389332,"ENSG00000271824",19545,832,4447,4444,1,1696,1,19420249,1,0,0
389333,"ENSG00000228672",19546,832,4707,4703,1,3251,1,19420249,1,12,0.190068209
389336,"ENSG00000178776",19547,835,5611,5608,4,542,1,19420249,1,0,0
389337,"ENSG00000183111",19548,844,5736,5733,101,4865,1,19420249,1,3,0.031752916
389362,"ENSG00000180822",19549,883,13050,13050,92,1042,1,19420249,1,265,13.09553848
389376,"ENSG00000230072",19550,882,12580,12575,3,454,1,19420249,1,0,0
389376,"ENSG00000224246",19550,882,12580,12575,3,454,1,19420249,1,0,0
389376,"ENSG00000206465",19550,882,12580,12575,3,454,1,19420249,1,0,0
389376,"ENSG00000196260",19550,882,12580,12575,3,454,1,19420249,1,0,0
389376,"ENSG00000225454",19550,882,12580,12575,3,454,1,19420249,1,0,0
389376,"ENSG00000237814",19550,882,12580,12575,3,454,1,19420249,1,0,0
389383,"ENSG00000196748",19551,882,13781,13779,91,409,1,19420249,1,0,0
389384,"ENSG00000189325",19552,891,13925,13923,12,3736,1,19420249,1,0,0
389396,"ENSG00000203972",19553,885,17450,17445,94,2130,1,19420249,1,1,0.024174951
389400,"ENSG00000187871",19554,888,18778,18776,97,1911,1,19420249,1,0,0
389421,"ENSG00000187772",19555,883,932,930,92,5504,1,19420249,1,1626,15.21203521
389432,"ENSG00000203727",19556,881,5650,5645,90,6324,1,19420249,1,24,0.19541801
389434,"ENSG00000009765",19557,885,5954,5950,94,7575,1,19420249,1,0,0
389458,"ENSG00000273313",19558,937,17894,17891,91,532,1,19420249,1,1,0.096790687
389493,"ENSG00000185290",19559,936,19037,19036,2,600,1,19420249,1,0,0
389524,"ENSG00000174428",19562,950,22389,22388,104,3585,1,19420249,1,100,1.436336001
389541,"ENSG00000188186",19564,938,25642,25640,92,612,1,19420249,1,2685,225.911362
389549,"ENSG00000128610",19565,938,2902,2900,4,2105,1,19420249,1,0,0
389558,"ENSG00000189320",19566,938,4435,4431,4,1801,1,19420249,1,5,0.142955707
389610,"ENSG00000275591",19569,990,20900,20902,7,4894,1,19420249,1,0,0
389633,"ENSG00000205879",19572,988,2991,2990,5,2042,1,19420249,1,0,0
389634,"ENSG00000226091",19573,169,23809,23807,2,662,1,19420249,1,0,0
389641,"ENSG00000246582",19574,986,10327,10324,91,1970,1,19420249,1,89,2.326317493
389643,"ENSG00000189233",19575,1002,11840,11838,19,3887,1,19420249,1,0,0
389649,"ENSG00000196166",19576,986,14433,14430,3,2250,1,19420249,1,0,0
389658,"ENSG00000196711",19577,988,18384,18380,5,1171,1,19420249,1,0,0
389668,"ENSG00000221947",19578,988,21801,21799,93,3174,1,19420249,1,0,0
389676,"ENSG00000254318",19579,986,24936,24932,3,588,1,19420249,1,0,0
389677,"ENSG00000183808",19580,986,24996,24992,3,5104,1,19420249,1,870,8.777155507
389690,"ENSG00000226807",19581,1013,5171,5167,30,4167,1,19420249,1,37,0.457218116
389692,"ENSG00000182759",19582,984,5342,5339,1,1062,1,19420249,1,1,0.048486484
389715,"ENSG00000257198",19584,1039,13589,13584,4,6130,1,19420249,1,0,0
389730,"ENSG00000185775",19585,1039,15751,15750,4,4214,1,19420249,1,3,0.036658267
389741,"ENSG00000170161",19586,1037,15274,15272,2,2581,1,19420249,1,9,0.179555913
389761,"ENSG00000214929",19587,1039,23762,23759,92,4923,1,19420249,1,0,0
389762,"ENSG00000214929",19588,1039,23765,23762,92,4927,1,19420249,1,0,0
389763,"ENSG00000214929",19589,1039,23770,23767,92,4833,1,19420249,1,0,0
389766,"ENSG00000187753",19591,1039,24214,24212,4,409,1,19420249,1,0,0
389791,"ENSG00000232850",19592,1036,3878,3874,89,2106,1,19420249,1,23,0.562360328
389792,"ENSG00000188483",19593,1036,4010,4007,1,2710,1,19420249,1,195,3.705190369
389799,"ENSG00000188523",19594,1042,4425,4420,95,1789,1,19420249,1,0,0
389812,"ENSG00000177984",19595,1042,4814,4810,7,762,1,19420249,1,0,0
389813,"ENSG00000232434",19596,1036,4828,4824,89,2931,1,19420249,1,20,0.351365716
389816,"ENSG00000184709",19597,1037,4885,4882,2,1197,1,19420249,1,0,0
389827,"ENSG00000187616",19598,1040,4523,4518,5,818,1,19420249,1,0,0
389831,"ENSG00000276256",19599,1176,15547,16128,3,2375,1,19420249,1,0,0
389840,"ENSG00000180815",19601,1119,8666,8663,29,4633,1,19420249,1,3,0.033342961
389852,"ENSG00000171489",19602,1095,16965,16961,93,736,1,19420249,1,0,0
389852,"ENSG00000171478",19602,1095,16965,16961,93,736,1,19420249,1,0,0
389856,"ENSG00000273820",19603,1091,17498,17497,89,2700,1,19420249,1,224,4.271982453
389857,"ENSG00000223591",19604,1091,17955,17952,89,1303,1,19420249,1,0,0
389860,"ENSG00000238269",19605,1095,18761,18758,93,493,1,19420249,1,84,8.773594795
389874,"ENSG00000187969",19606,1091,22188,22186,89,845,1,19420249,1,0,0
389898,"ENSG00000276380",19607,1091,5220,5217,89,1190,1,19420249,1,100,4.327113079
389898,"ENSG00000177889",19607,1091,5220,5217,89,1190,1,19420249,1,100,4.327113079
389941,"ENSG00000165985",19611,72,7186,7185,2,2493,1,19420249,1,13,0.268513595
390003,"ENSG00000243316",19612,89,2052,2050,19,2974,1,19420249,1,0,0
390010,"ENSG00000229544",19613,72,3364,3361,2,971,1,19420249,1,0,0
390036,"ENSG00000196778",19614,120,16168,16166,89,1030,1,19420249,1,0,0
390037,"ENSG00000232268",19615,120,16479,16478,89,975,1,19420249,1,0,0
390038,"ENSG00000197428",19616,120,16586,16585,89,1124,1,19420249,1,0,0
390054,"ENSG00000171944",19618,120,17971,17971,1,951,1,19420249,1,3,0.162437368
390058,"ENSG00000176239",19619,120,18441,18438,89,939,1,19420249,1,5,0.274188741
390059,"ENSG00000184698",19620,120,18507,18504,89,1058,1,19420249,1,2,0.097339595
390061,"ENSG00000167360",19621,120,18605,18603,89,1096,1,19420249,1,4,0.187929364
390063,"ENSG00000167359",19622,120,18648,18645,1,1012,1,19420249,1,5,0.254410305
390064,"ENSG00000187918",19623,120,18676,18674,89,1070,1,19420249,1,27,1.299347133
390066,"ENSG00000181609",19624,120,18759,18764,89,1065,1,19420249,1,68,3.287793337
390067,"ENSG00000181616",19625,120,18887,18888,1,963,1,19420249,1,0,0
390072,"ENSG00000181074",19626,120,19437,19437,89,1037,1,19420249,1,0,0
390075,"ENSG00000181009",19627,120,19493,19496,1,1034,1,19420249,1,0,0
390077,"ENSG00000180988",19628,120,19600,19601,89,966,1,19420249,1,0,0
390078,"ENSG00000205409",19629,120,19637,19638,1,942,1,19420249,1,0,0
390079,"ENSG00000183269",19630,120,19662,19662,1,954,1,19420249,1,0,0
390081,"ENSG00000180974",19631,120,19709,19713,89,939,1,19420249,1,0,0
390083,"ENSG00000184478",19632,120,19776,19776,89,948,1,19420249,1,0,0
390084,"ENSG00000188691",19633,120,19795,19796,1,942,1,19420249,1,0,0
390093,"ENSG00000279000",19634,120,23254,23253,1,945,1,19420249,1,0,0
390093,"ENSG00000276451",19634,120,23254,23253,1,945,1,19420249,1,0,0
390093,"ENSG00000175393",19634,120,23254,23253,1,945,1,19420249,1,0,0
390110,"ENSG00000205126",19635,133,15881,15879,102,1820,1,19420249,1,0,0
390113,"ENSG00000176567",19636,120,17078,17075,89,918,1,19420249,1,0,0
390113,"ENSG00000279260",19636,120,17078,17075,89,918,1,19420249,1,0,0
390142,"ENSG00000198877",19637,120,18859,18858,89,945,1,19420249,1,0,0
390142,"ENSG00000279761",19637,120,18859,18858,89,945,1,19420249,1,0,0
390144,"ENSG00000205029",19638,120,18874,18872,89,987,1,19420249,1,0,0
390148,"ENSG00000187612",19639,120,18895,18894,1,933,1,19420249,1,0,0
390151,"ENSG00000181767",19640,120,18947,18945,89,939,1,19420249,1,0,0
390152,"ENSG00000181761",19641,120,18953,18953,89,939,1,19420249,1,0,0
390154,"ENSG00000261897",19642,120,18983,18982,89,1023,1,19420249,1,0,0
390154,"ENSG00000172489",19642,120,18983,18982,89,1023,1,19420249,1,0,0
390155,"ENSG00000262784",19643,120,18989,18987,89,981,1,19420249,1,0,0
390155,"ENSG00000181698",19643,120,18989,18987,89,981,1,19420249,1,0,0
390157,"ENSG00000150261",19644,120,19008,19008,89,960,1,19420249,1,0,0
390157,"ENSG00000263328",19644,120,19008,19008,89,960,1,19420249,1,0,0
390162,"ENSG00000150269",19645,120,19054,19052,1,933,1,19420249,1,0,0
390167,"ENSG00000254834",19646,120,19081,19081,1,948,1,19420249,1,0,0
390168,"ENSG00000255012",19647,120,19091,19090,1,948,1,19420249,1,0,0
390174,"ENSG00000174914",19648,120,19115,19113,89,918,1,19420249,1,0,0
390181,"ENSG00000181273",19649,120,19189,19188,89,930,1,19420249,1,0,0
390190,"ENSG00000172365",19650,120,19548,19548,1,1049,1,19420249,1,0,0
390191,"ENSG00000172362",19651,120,19557,19557,1,1054,1,19420249,1,0,0
390195,"ENSG00000176495",19652,120,19722,19722,89,936,1,19420249,1,0,0
